activities,amountRaised,campaignTitle,currencyType,goal,mediaCount,numberContributors,percent_complete,period,timeLeft,updates
4,300,133252 BUNNY Female Shepherd Mix,U.S. Dollar,of $300 goal,(1),4,100%,"days left
					,
				",0,0
2,303,"133275 ""CRIMSON"" Female Pit Mix- gorgeous eyes~",U.S. Dollar,of $300 goal,(1),2,101%,"days left
					,
				",0,0
4,300,133253 WARD Male Pit- extremely sweet!!,U.S. Dollar,of $300 goal,(1),3,100%,"days left
					,
				",0,0
40,"1,067",Kennel Appeal,Euro,of €1k goal,(6),39,107%,"days left
					,
				",0,1
3,105,Help Teddy Bear with treatment!,U.S. Dollar,of $1k goal,(1),3,11%,"Years running
					,
				",6,4
25,365,Celia ( mastitis),U.S. Dollar,of $1.5k goal,(1),23,24%,"days left
					,
				",0,0
6,250,Lucas necesita de tu generosidad,U.S. Dollar,of $1.7k goal,(1),6,15%,"Years running
					,
				",6,0
2,"1,050",Help Mama Be Safe With Her Pups!,U.S. Dollar,of $943 goal,(1),2,111%,"days left
					,
				",0,0
27,900,Help Us Help Apple! She's depressed @ the shelter.,U.S. Dollar,of $1.2k goal,(2),25,75%,"Years running
					,
				",6,1
6,300,FR-Buster and Max,U.S. Dollar,of $300 goal,(1),6,100%,"days left
					,
				",0,1
29,"1,130",LEVI ~ Heartworm Positive ~,U.S. Dollar,of $1.2k goal,(4),29,94%,"days left
					,
				",0,5
6,320,In Animal Control facility!  HELP us Save BELLA,U.S. Dollar,of $300 goal,(1),6,107%,"days left
					,
				",0,3
6,150,"K9 Recon Windham, OH.  (Chilly VEST)",U.S. Dollar,of $150 goal,(1),5,100%,"days left
					,
				",0,0
8,200,Charlie has a home,U.S. Dollar,of $200 goal,(1),7,100%,"Years running
					,
				",6,0
7,200,SAVE COPPER/SCAR'S LIFE!,U.S. Dollar,of $750 goal,(7),6,27%,"Years running
					,
				",6,1
12,395,Rescue Needs Help with Repairs/ Flood Damage,U.S. Dollar,of $1.5k goal,(1),12,26%,"days left
					,
				",0,0
22,410,Give Mayme SIGHT for the first time in years,U.S. Dollar,of $2.3k goal,(1),22,18%,"Years running
					,
				",6,0
1,350,Latest Pulls,U.S. Dollar,of $350 goal,(0),1,100%,"days left
					,
				",0,0
3,210,Dunky Needs Heartworm Treatment,U.S. Dollar,of $325 goal,(1),3,65%,"Years running
					,
				",6,0
4,150,Oke-Bennett,U.S. Dollar,of $150 goal,(1),3,100%,"days left
					,
				",0,1
5,300,"#133240 ""GRITZ"" Male Pit Bull Terrier emaciated",U.S. Dollar,of $300 goal,(1),5,100%,"days left
					,
				",0,0
1,100,Sadie & her pups will be pts if we dont pull soon,U.S. Dollar,of $500 goal,(1),1,20%,"days left
					,
				",0,0
27,367,WYTHE COUNTY HUMANE SOCIETY FUNDRAISER,U.S. Dollar,of $10k goal,(5),24,4%,"Years running
					,
				",6,3
1,125,CATAWBA-ALVIN,U.S. Dollar,of $125 goal,(1),1,100%,"days left
					,
				",0,1
20,480,Sweet Amanda needs Diagnostics,U.S. Dollar,of $1k goal,(7),20,48%,"Years running
					,
				",6,2
4,260,"133098 GYPSY 133099 DELTA - Fem Mixes sweet,scared",U.S. Dollar,of $600 goal,(1),4,43%,"days left
					,
				",0,0
6,145,"Barn Cats (Trap, Neuter, Release) Clarksville, VA!",U.S. Dollar,of $500 goal,(1),5,29%,"Years running
					,
				",6,2
8,300,In Animal Control facility!  HELP us Save POPSICLE,U.S. Dollar,of $300 goal,(1),8,100%,"days left
					,
				",0,2
18,215,Help Soco Be Healthy After The Abuse He's Endured!,U.S. Dollar,of $400 goal,(34),13,54%,"days left
					,
				",0,14
22,625,Help Stella and her babies!,U.S. Dollar,of $690 goal,(1),20,91%,"Years running
					,
				",6,0
9,300,133055 CISCO ~ Male Mix Pup around 5 mos old- CUTE,U.S. Dollar,of $300 goal,(1),8,100%,"days left
					,
				",0,0
16,465,Roscoe hurts! Needs his teeth fixed!!,U.S. Dollar,of $400 goal,(1),16,116%,"days left
					,
				",0,4
6,275,Help Mama Get her Mange Treatment,U.S. Dollar,of $275 goal,(1),6,100%,"Years running
					,
				",6,0
27,"1,295",Pennies for Primo,U.S. Dollar,of $3k goal,(1),27,43%,"Years running
					,
				",6,0
8,560,Help Animal Rescue Moving Expenses,U.S. Dollar,of $3.5k goal,(1),7,16%,"Years running
					,
				",6,1
3,300,"#133335 ""CINNABON"" Female Mix marked PIT THIN",U.S. Dollar,of $300 goal,(1),3,100%,"days left
					,
				",0,0
15,575,Maxwell's Surgery,U.S. Dollar,of $900 goal,(1),15,64%,"days left
					,
				",0,0
2,320,"#133337 ""JINX"" Male Bulldog owner surrender",U.S. Dollar,of $300 goal,(1),2,107%,"days left
					,
				",0,0
17,428,Lily (eye removed),U.S. Dollar,of $400 goal,(1),17,107%,"days left
					,
				",0,0
11,"1,255",Help RANSOM cats seized by Salina!,U.S. Dollar,of $1k goal,(1),11,125%,"days left
					,
				",0,2
1,155,Help me to pay my dog surgery,U.S. Dollar,of $780 goal,(1),1,20%,"Years running
					,
				",6,0
14,211,Help Hurley beat Cancer,U.S. Dollar,of $3k goal,(2),11,7%,"Years running
					,
				",6,1
13,450,Zoey's Rescue Ranch Road Trip!,U.S. Dollar,of $600 goal,(1),13,75%,"days left
					,
				",0,0
4,200,FR-THE LITTLE RASCAL'S,U.S. Dollar,of $200 goal,(1),4,100%,"days left
					,
				",0,0
4,150,Rowan CHICA,U.S. Dollar,of $150 goal,(1),4,100%,"days left
					,
				",0,0
5,216,Help Momma Marie,U.S. Dollar,of $500 goal,(3),5,43%,"days left
					,
				",0,1
7,103,Please help RJ get his tooth extracted ASAP,U.S. Dollar,of $300 goal,(1),6,34%,"Years running
					,
				",6,2
138,"5,620",Cookie's Misfortune = Hit & Run,U.S. Dollar,of $4.6k goal,(1),134,123%,"Years running
					,
				",6,3
8,233,JackJack's following up Surgery for Pelvis/Knee,U.S. Dollar,of $2.2k goal,(1),8,11%,"Years running
					,
				",6,0
5,160,Mango needs a sponsor,U.S. Dollar,of $160 goal,(1),5,100%,"Years running
					,
				",6,0
4,100,Save Bugsby,U.S. Dollar,of $100 goal,(1),4,100%,"days left
					,
				",0,0
26,645,Rescued bait/abused dog needs medical attention,U.S. Dollar,of $600 goal,(5),23,108%,"days left
					,
				",0,10
10,300,"133210 JUNE Female Mix- very small, around 25lbs",U.S. Dollar,of $300 goal,(1),7,100%,"days left
					,
				",0,0
6,155,MCAA TJ,U.S. Dollar,of $250 goal,(1),6,62%,"days left
					,
				",0,0
21,376,Ayuda a que Katy y Blanquita lleguen a su hogar!,U.S. Dollar,of $650 goal,(1),21,58%,"Years running
					,
				",6,0
2,260,133297 ZANE Male Pit/Lab Mix,U.S. Dollar,of $300 goal,(1),2,87%,"days left
					,
				",0,0
9,195,Help Destiny get to her new home,U.S. Dollar,of $250 goal,(2),9,78%,"Years running
					,
				",6,4
17,360,Stanly - Ryder,U.S. Dollar,of $350 goal,(1),15,103%,"days left
					,
				",0,0
8,105,Rowan BRUCE,U.S. Dollar,of $150 goal,(1),8,70%,"days left
					,
				",0,0
6,160,Please sponsor Juliett,U.S. Dollar,of $160 goal,(1),6,100%,"Years running
					,
				",6,0
13,490,help Jasmin get a blood transfution and hospital c,U.S. Dollar,of $2.5k goal,(1),11,20%,"Years running
					,
				",6,0
11,201,Stanly - Nixon,U.S. Dollar,of $200 goal,(1),11,100%,"days left
					,
				",0,0
18,300,Rowan - Penelope HW,U.S. Dollar,of $300 goal,(1),18,100%,"days left
					,
				",0,0
8,100,"#133330 ""FELISHA"" Female Pit Bull Terrier",U.S. Dollar,of $300 goal,(1),5,33%,"days left
					,
				",0,0
2,100,133301 ZOEY Female Boxer Mix,U.S. Dollar,of $300 goal,(1),2,33%,"days left
					,
				",0,0
2,100,info to come #133381 SPENCE,U.S. Dollar,of $300 goal,(1),2,33%,"days left
					,
				",0,0
5,315,Riley's Skin Infection - EV Visit,U.S. Dollar,of $600 goal,(2),4,53%,"days left
					,
				",0,1
114,"4,010",Wuffing it forward to help animals in need,U.S. Dollar,of $5k goal,(6),112,80%,"Years running
					,
				",6,6
25,500,MCAA -- Hope,U.S. Dollar,of $500 goal,(1),25,100%,"days left
					,
				",0,0
12,395,Ride to Freedom July 20-21,U.S. Dollar,of $800 goal,(1),12,49%,"days left
					,
				",0,0
4,300,133256 ALICE KRAMDEN Female Pit,U.S. Dollar,of $300 goal,(1),4,100%,"days left
					,
				",0,0
5,100,133242 JERRY Male Lab Mix around 6 mos old,U.S. Dollar,of $300 goal,(1),5,33%,"days left
					,
				",0,0
4,175,"Dumped dogs needs vet care (HW, Spay/neuter)...",U.S. Dollar,of $650 goal,(1),4,27%,"days left
					,
				",0,1
2,100,MCAA -- Freya's Girl2,U.S. Dollar,of $100 goal,(1),2,100%,"days left
					,
				",0,0
17,270,Stanly - Corbin,U.S. Dollar,of $250 goal,(1),16,108%,"days left
					,
				",0,0
3,250,MCAA Tyler,U.S. Dollar,of $250 goal,(1),3,100%,"days left
					,
				",0,0
4,160,Please sponsor Callie,U.S. Dollar,of $160 goal,(1),4,100%,"Years running
					,
				",6,0
1,200,In Animal Control facility!  HELP us Save  CATELYN,U.S. Dollar,of $300 goal,(1),1,67%,"days left
					,
				",0,1
3,100,MCAA -- Freya's Girl1,U.S. Dollar,of $100 goal,(1),3,100%,"days left
					,
				",0,0
7,160,Casper needs a sponsor,U.S. Dollar,of $160 goal,(1),7,100%,"Years running
					,
				",6,0
6,160,Sugar needs a sponsor,U.S. Dollar,of $160 goal,(1),6,100%,"Years running
					,
				",6,0
17,186,"SAVING ""Mason""",U.S. Dollar,of $200 goal,(1),16,93%,"Years running
					,
				",6,1
1,100,OKE-DINO,U.S. Dollar,of $100 goal,(1),1,100%,"days left
					,
				",0,1
13,305,5  DOLLAR  FRIDAY !  Just 5 bucks!  We need you!,U.S. Dollar,of $800 goal,(1),13,38%,"Years running
					,
				",6,0
12,240,SAVE A016475,U.S. Dollar,of $200 goal,(1),12,120%,"days left
					,
				",0,0
10,500,911 HELP Lil Man on his Road to Recovery,U.S. Dollar,of $500 goal,(1),9,100%,"Years running
					,
				",6,0
7,300,MCAA -- Alice,U.S. Dollar,of $300 goal,(1),7,100%,"days left
					,
				",0,0
5,195,In Animal Control facility!  HELP us Save BRONN,U.S. Dollar,of $300 goal,(1),5,65%,"days left
					,
				",0,1
29,800,Yogi has Parvo and Needs Emergency Treatment,U.S. Dollar,of $800 goal,(1),27,100%,"Years running
					,
				",6,0
17,405,Emergency surgery HELP for adopted M.A.I.N. dog!,U.S. Dollar,of $4k goal,(13),17,10%,"Years running
					,
				",6,2
7,200,#133344 AJAX Male Mix,U.S. Dollar,of $300 goal,(1),7,67%,"days left
					,
				",0,0
12,790,Please help Monroe,U.S. Dollar,of $5k goal,(2),9,16%,"Years running
					,
				",6,1
14,420,3 Beautiful Border Collies need our help,U.S. Dollar,of $500 goal,(1),13,84%,"Years running
					,
				",6,1
3,120,133302 WALDO Male Boxer Mix,U.S. Dollar,of $300 goal,(1),3,40%,"days left
					,
				",0,0
24,633,"The Story of Julia, Henrik and Albert",U.S. Dollar,of $725 goal,(2),22,87%,"Years running
					,
				",6,6
16,505,Tina needs help to save her life!,U.S. Dollar,of $500 goal,(1),16,101%,"Years running
					,
				",6,1
28,575,Help me help them!!,Pound Sterling,of £500 goal,(1),28,115%,"Years running
					,
				",6,4
6,125,He has a foster waiting on him!!!,U.S. Dollar,of $125 goal,(1),6,100%,"days left
					,
				",0,0
18,250,Stanly - Mr Krinkles,U.S. Dollar,of $250 goal,(1),17,100%,"days left
					,
				",0,0
2,225,Dog Poisoned by Toad Needs URGENT vet donations!,U.S. Dollar,of $2k goal,(1),2,11%,"days left
					,
				",0,1
13,405,Rescue Knothead,U.S. Dollar,of $800 goal,(1),12,51%,"Years running
					,
				",6,2
5,100,OKE-JD,U.S. Dollar,of $100 goal,(1),5,100%,"days left
					,
				",0,1
32,452,Gastos Veterinarios - Shaggy,U.S. Dollar,of $1k goal,(1),31,45%,"Years running
					,
				",7,0
57,"3,572",Free The Bears of Cambodia,Australian Dollar,of $5k goal,(5),50,71%,"days left
					,
				",0,5
2,104,WIN BOTH - $25 Applebee's & $25 AMC,U.S. Dollar,of $500 goal,(1),2,21%,"Years running
					,
				",6,0
11,200,Hey!  We need HAY... NOW !!!,U.S. Dollar,of $250 goal,(1),10,80%,"Years running
					,
				",6,0
10,201,Save A0106465,U.S. Dollar,of $200 goal,(1),10,100%,"days left
					,
				",0,0
89,"2,272",This poor girl was found as a stray,U.S. Dollar,of $5k goal,(1),89,45%,"Years running
					,
				",6,3
2,150,Chesterfield SC URGENT SITUATION,U.S. Dollar,of $1.5k goal,(1),2,10%,"days left
					,
				",0,1
1,100,Save Alley,U.S. Dollar,of $100 goal,(1),1,100%,"days left
					,
				",0,0
9,160,Stanly - Millie and Maci,U.S. Dollar,of $325 goal,(1),9,49%,"days left
					,
				",0,0
13,240,Medical Sponsor Fund for Dogs in Need,U.S. Dollar,of $2k goal,(1),13,12%,"days left
					,
				",0,1
7,184,help with bond for house to keep cat,Australian Dollar,of $3k goal,(1),7,6%,"days left
					,
				",0,2
14,230,"133130 WANDA Female Pit- sweet, maybe was attacked",U.S. Dollar,of $300 goal,(1),14,77%,"days left
					,
				",0,0
33,660,Save the Lives of  Dogs and Cats in South Korea,Pound Sterling,of £3k goal,(1),27,22%,"days left
					,
				",0,0
55,"1,200",24 Hours To Save My Cat's Life,U.S. Dollar,of $1.2k goal,(3),54,100%,"Years running
					,
				",6,5
6,200,SAVE #A016450,U.S. Dollar,of $200 goal,(1),6,100%,"days left
					,
				",0,0
3,100,CATAWBA-LADY,U.S. Dollar,of $100 goal,(1),3,100%,"days left
					,
				",0,1
2,200,SAVE SPOTTY PAWS,U.S. Dollar,of $200 goal,(1),2,100%,"days left
					,
				",0,0
5,200,SAVE BANDIT,U.S. Dollar,of $200 goal,(1),5,100%,"days left
					,
				",0,0
10,340,help my service dog get double knee operation!,U.S. Dollar,of $1.5k goal,(1),10,23%,"Years running
					,
				",6,0
5,120,Save Bambi,U.S. Dollar,of $100 goal,(1),5,120%,"days left
					,
				",0,0
21,750,Help A Senior Dane!,U.S. Dollar,of $730 goal,(2),19,103%,"days left
					,
				",0,2
1,100,Atlanta's first rescue pet store,U.S. Dollar,of $3k goal,(1),1,3%,"Years running
					,
				",6,1
34,"1,960",Please Help Our Miracle Boy!,U.S. Dollar,of $3k goal,(8),34,65%,"days left
					,
				",0,4
14,600,Charlie Needs ACL Surgery ASAP,U.S. Dollar,of $600 goal,(1),14,100%,"Years running
					,
				",6,0
10,140,Please help us with Isis's medical bills.,U.S. Dollar,of $4k goal,(1),9,4%,"days left
					,
				",0,1
24,"1,640",Mutts Matter Medical Fund-In Memory of Scooter,U.S. Dollar,of $2.2k goal,(9),24,75%,"days left
					,
				",0,7
18,250,"Ayúdemos a Minnie viajar a su ""forever home"" en NY",U.S. Dollar,of $200 goal,(1),16,125%,"Years running
					,
				",6,0
14,345,Help Get Momma Kitty and Babies on Euth list home!,U.S. Dollar,of $420 goal,(5),11,82%,"Years running
					,
				",6,9
55,"1,025",Ayudemos a Koper a volver a correr,U.S. Dollar,of $1.6k goal,(2),55,64%,"Years running
					,
				",6,9
6,345,133331 Chewy Chow Mix- severe mats,U.S. Dollar,of $300 goal,(1),6,115%,"days left
					,
				",0,0
55,"1,031",Help conan before he goes blind!,U.S. Dollar,of $1.3k goal,(1),51,79%,"days left
					,
				",0,0
13,500,In Animal Control facility!  HELP us Save DAGMAR,U.S. Dollar,of $500 goal,(1),13,100%,"days left
					,
				",0,2
7,410,Help Last Chance Animal Rescue Stay Open!,Canadian Dollar,of $5k goal,(1),7,8%,"days left
					,
				",0,0
39,"1,679","Help Rasta's Rescue Ranch, Inc. with 2013 Funding",U.S. Dollar,of $13k goal,(1),36,13%,"Years running
					,
				",6,1
11,200,Stanly - Madison,U.S. Dollar,of $200 goal,(1),11,100%,"days left
					,
				",0,0
7,115,Zip has rescue,U.S. Dollar,of $90 goal,(1),7,128%,"Years running
					,
				",6,0
36,"1,278",Help buy new cages for homeless parrots!,U.S. Dollar,of $5k goal,(2),28,26%,"Years running
					,
				",6,6
4,100,133565 SKYLER Female Pit Mix OWNER SURRENDER,U.S. Dollar,of $300 goal,(1),4,33%,"days left
					,
				",0,0
6,220,"#133311 ""EMILEE"" Female Boxer/Cur Mix may be a pup",U.S. Dollar,of $300 goal,(1),6,73%,"days left
					,
				",0,0
6,130,"#133544 ""Fluffy"" Female Pit skin issues :(",U.S. Dollar,of $300 goal,(1),4,43%,"days left
					,
				",0,0
4,100,133484 BECKS - Male Shepherd Mix- sweet~,U.S. Dollar,of $300 goal,(1),4,33%,"days left
					,
				",0,0
5,300,"133569 ""PILGRIM"" Female Mix Pup 3 mos old",U.S. Dollar,of $300 goal,(1),5,100%,"days left
					,
				",0,0
8,195,"#133296 ""COSMO"" Male Pointer/Bluetick Coon Hound",U.S. Dollar,of $300 goal,(1),8,65%,"days left
					,
				",0,0
4,100,Save Gregory,U.S. Dollar,of $100 goal,(1),4,100%,"days left
					,
				",0,0
8,145,Fanny has a forever home,U.S. Dollar,of $190 goal,(1),8,76%,"Years running
					,
				",6,0
8,515,Help open FLiP's RESCUE down-payment on property,U.S. Dollar,of $20k goal,(1),8,3%,"days left
					,
				",0,1
6,300,133557 BRADLEY ~ Senior Border Collie- so sweet,U.S. Dollar,of $300 goal,(1),5,100%,"days left
					,
				",0,0
29,"1,261",Chesterfield animals in NEED,U.S. Dollar,of $1.5k goal,(1),29,84%,"days left
					,
				",0,0
1,100,"133586 ""GRIMM"" Male Pit, sweet, scars around face",U.S. Dollar,of $300 goal,(1),1,33%,"days left
					,
				",0,0
117,"3,000",Help DRSF Help Kalico,U.S. Dollar,of $3k goal,(2),115,100%,"days left
					,
				",0,2
3,130,Help Ceasar's broken leg fund,U.S. Dollar,of $1k goal,(3),3,13%,"Years running
					,
				",6,2
12,370,Kingston's Journey Home,U.S. Dollar,of $1.5k goal,(3),10,25%,"Years running
					,
				",6,3
14,290,URGENT - HELP SAMPSON,U.S. Dollar,of $575 goal,(19),11,50%,"Years running
					,
				",6,15
15,395,Ranger needs Eyelid surgery....,U.S. Dollar,of $700 goal,(9),11,56%,"days left
					,
				",0,10
29,650,"Pay for vet bills for ""Chance"" the puppy",U.S. Dollar,of $750 goal,(2),26,87%,"Years running
					,
				",6,2
10,250,Stanly - Isabelle,U.S. Dollar,of $250 goal,(1),10,100%,"days left
					,
				",0,0
13,330,Sponsor a CUFA Kitten!,U.S. Dollar,of $710 goal,(9),12,46%,"days left
					,
				",0,3
3,105,Oke-Blade,U.S. Dollar,of $150 goal,(1),3,70%,"days left
					,
				",0,0
21,500,URGENT: Hunter the Kitten,U.S. Dollar,of $800 goal,(4),19,63%,"days left
					,
				",0,3
4,250,Help send Luciana to Wisconsin,U.S. Dollar,of $500 goal,(1),3,50%,"Years running
					,
				",6,1
11,245,Help Jingles Walk Again,U.S. Dollar,of $1k goal,(1),10,25%,"days left
					,
				",0,0
16,200,5  DOLLAR FRIDAY!   Please help us!  We need you!,U.S. Dollar,of $300 goal,(1),16,67%,"days left
					,
				",0,0
20,445,Help Henry Get Treated for Heartworm,U.S. Dollar,of $800 goal,(3),19,56%,"days left
					,
				",0,1
4,100,Save Gina,U.S. Dollar,of $100 goal,(1),4,100%,"days left
					,
				",0,0
8,445,BIG HOUND & LIL' HOUND ~from DEATH ROW to SEATTLE,U.S. Dollar,of $500 goal,(4),6,89%,"days left
					,
				",0,6
6,110,Vetting for Hunter,U.S. Dollar,of $300 goal,(1),5,37%,"days left
					,
				",0,1
1,585,Latest,U.S. Dollar,of $585 goal,(0),1,100%,"days left
					,
				",0,0
14,450,CATAWBA-DEACON,U.S. Dollar,of $450 goal,(1),13,100%,"days left
					,
				",0,0
11,175,We are a Fight For Life Rescue In need!,U.S. Dollar,of $4k goal,(1),10,4%,"days left
					,
				",0,2
9,370,"Columbia Cocker Heartworm Treatment, vetting",U.S. Dollar,of $450 goal,(1),9,82%,"Years running
					,
				",6,0
7,480,Ralph Boarding,U.S. Dollar,of $300 goal,(1),7,160%,"days left
					,
				",0,0
4,100,Sugar's Medical Emergency,U.S. Dollar,of $1.5k goal,(1),3,7%,"Years running
					,
				",6,1
19,430,Save Scully! 23 pound emaciated Pit Bull girl<3,U.S. Dollar,of $800 goal,(2),19,54%,"days left
					,
				",0,1
10,140,Please GIVE so Shelter Animals can LIVE!!,U.S. Dollar,of $750 goal,(4),6,19%,"days left
					,
				",0,3
25,650,OKE-BABY,U.S. Dollar,of $650 goal,(1),20,100%,"days left
					,
				",0,0
13,200,Stanly - Herbie,U.S. Dollar,of $200 goal,(1),13,100%,"days left
					,
				",0,0
5,100,FRIENDS OF BOSS,U.S. Dollar,of $1.5k goal,(1),5,7%,"Years running
					,
				",6,1
4,420,133134 ZEUS Male Lab Mix with hurt back hip,U.S. Dollar,of $400 goal,(1),4,105%,"days left
					,
				",0,0
20,373,Help Murray County GA Kitties,U.S. Dollar,of $1.5k goal,(8),19,25%,"Years running
					,
				",6,2
5,340,OKE-COSBY,U.S. Dollar,of $650 goal,(1),5,52%,"days left
					,
				",0,0
4,300,*Donate *Bear* IAS Urgent Irving Animals MEDICAL/P,U.S. Dollar,of $300 goal,(2),4,100%,"days left
					,
				",0,1
32,470,mama and puppies need your help,U.S. Dollar,of $500 goal,(7),27,94%,"Years running
					,
				",6,5
8,135,"Animal Rescue, Adoption, Spay/Neuter Fund",U.S. Dollar,of $300 goal,(2),8,45%,"Years running
					,
				",6,0
4,210,133034 ~ WILLS,U.S. Dollar,of $300 goal,(1),4,70%,"days left
					,
				",0,0
4,140,Oke-Angelina,U.S. Dollar,of $100 goal,(1),4,140%,"days left
					,
				",0,0
10,200,Little Eva needs to get home to her new family,U.S. Dollar,of $200 goal,(1),10,100%,"Years running
					,
				",6,0
7,220,Transporting 15 Rescue dogs to East Coast,U.S. Dollar,of $850 goal,(10),6,26%,"Years running
					,
				",6,1
6,150,Chucho Too *O/S* CODE RED ID: 20192669 IAs Urgent,U.S. Dollar,of $150 goal,(1),5,100%,"days left
					,
				",0,0
16,285,Rescue Rovers Utah-Idaho-Montana,U.S. Dollar,of $200 goal,(1),13,143%,"Years running
					,
				",6,1
6,270,Help Lola Survive Puppy Pneumonia,U.S. Dollar,of $5k goal,(5),5,5%,"days left
					,
				",0,3
